100,000010913,00527147,USD
100,000000623,00776555,USD
100,000001959,010250200,USD
100,000006809,010284694,USD
100,000011635,010513331,USD
100,000012733,010600751,USD
100,000009102,010796684,USD
100,000011546,010851562,USD
100,000011719,010862079,USD
100,000008105,02041400,USD
100,000008205,02077936,USD
100,000008094,02097848,USD
100,000002759,02233255,USD
100,000007251,02278888,USD
100,000003048,02322466,USD
100,000011099,011787122,USD
100,000007935,012330996,USD
100,000000548,012334447,USD
100,000009245,015444672,USD
100,000008706,015557706,USD
100,000006993,01570672,USD
100,000000582,01604040,USD
100,000005159,016376998,USD
100,000004504,01664779,USD
100,000007945,01679799,USD
100,000007112,01686898,USD
100,000001136,01694301,USD
100,000002070,01698888,USD
100,000007928,017245552,USD
100,000008947,017611178,USD
100,000007757,01777719,USD
100,000007953,01794738,USD
100,000004737,01896430,USD
100,000007270,01908888,USD
100,000007906,01958737,USD
100,000008555,04069983,USD
100,000008043,04100562,USD
100,000006337,04141794,USD
100,000008174,04142139,USD
100,000008019,04145074,USD
100,000007186,04149601,USD
100,000011775,04172348,USD
100,000007847,04172434,USD
100,000010372,04172449,USD
100,000008392,02350439,USD
100,000001114,02364294,USD
100,000011236,02366549,USD
100,000009857,02468547,USD
100,000008317,02477772,USD
100,000006697,02485777,USD
100,000008177,02493353,USD
100,000008061,02518050,USD
100,000008513,02521611,USD
100,000007237,02724156,USD
100,000009620,02727037,USD
100,000007153,02778043,USD
100,000010706,03041876,USD
100,000002289,03047079,USD
100,000010017,03053197,USD
100,000009462,03053402,USD
100,000008534,03061215,USD
100,000006348,03088332,USD
100,000007207,03112266,USD
100,000005634,03130598,USD
100,000009760,03139668,USD
100,000004970,03146421,USD
100,000006481,03172068,USD
100,000011096,03183759,USD
100,000007481,03202005,USD
100,000008238,03229009,USD
100,000007837,03246659,USD
100,000011627,03313084,USD
100,000009949,03323893,USD
100,000008110,03338604,USD
100,000007173,03365362,USD
100,000009392,03391689,USD
100,000011134,03423393,USD
100,000012726,03464391,USD
100,000010800,03523835,USD
100,000010533,03542131,USD
100,000012392,03550386,USD
100,000008408,03556999,USD
100,000008892,03564589,USD
100,000007438,03564924,USD
100,000008932,03606898,USD
100,000012606,03629737,USD
100,000011236,03684753,USD
100,000008202,03698349,USD
100,000009392,03715610,USD
100,000010601,03736287,USD
100,000006855,03755172,USD
100,000013163,03770041,USD
100,000007177,03805054,USD
100,000004571,03840797,USD
100,000007551,03884963,USD
100,000011048,03902498,USD
100,000010281,03967942,USD
100,000010869,03981679,USD
100,000013694,03981690,USD
100,000012193,04036578,USD
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
